date,ced_code_2013,ced_name_2013,Commonwealth electoral division state,ABSTUDY (Living allowance),ABSTUDY (Non-living allowance),Age Pension,Austudy,Carer Allowance,Carer Allowance (Child Health Care Card only),Carer Payment,Commonwealth Seniors Health Card,Disability Support Pension,Double Orphan Pension,Family Tax Benefit A,Family Tax Benefit B,Health Care Card,Low Income Card,Newstart Allowance,Parenting Payment Partnered,Parenting Payment Single,Partner Allowance,Pensioner Concession Card,Sickness Allowance,Special Benefit,Widow Allowance,Widow B Pension,Wife Pension (Partner on Age Pension),Wife Pension (Partner on Disability Support Pension),Youth Allowance (other),Youth Allowance (student and apprentice)
2016-06,702,Solomon,NT,115,388,4984,125,1493,65,543,520,2887,5,6292,5446,5464,591,3138,315,1378,12,10683,33,11,38,0,13,8,434,274
2016-06,801,Canberra,ACT,24,78,12978,205,2702,95,666,2785,3965,7,7045,5901,5781,1410,2436,274,1293,9,20106,43,14,52,0,17,16,335,895
2016-06,802,Fraser,ACT,68,86,11968,485,2996,126,785,2487,4622,7,9376,7822,9508,3523,3440,472,1443,6,20258,45,50,57,0,12,8,525,3054
2016-09,101,Banks,NSW,11,21,16574,203,4141,126,1877,2460,3696,0,9557,7056,7826,2116,3325,618,951,31,25279,27,179,243,0,28,25,206,1752
2016-09,102,Barton,NSW,16,24,17894,228,4471,100,1828,2239,3533,5,8438,6356,6572,1680,2809,601,877,27,25540,24,72,154,0,41,21,153,1356
2016-09,103,Bennelong,NSW,39,16,13991,310,2645,75,984,3110,3072,5,6966,5003,6215,2119,2175,339,436,8,19784,15,130,167,0,17,10,118,1945
2016-09,104,Berowra,NSW,14,6,11155,188,1797,85,434,3459,1687,0,4499,2982,3624,1180,1087,162,306,5,14260,12,62,74,0,10,0,57,983
2016-09,105,Blaxland,NSW,25,27,16942,416,8489,358,5810,901,7321,10,18064,14623,15953,3564,7115,2725,2482,52,36970,41,172,261,0,131,62,449,3140
2016-09,106,Bradfield,NSW,8,24,9560,165,1597,78,328,4950,1494,0,4298,3099,3799,1143,1054,159,263,5,12270,11,72,77,0,5,0,49,1100
2016-09,107,Calare,NSW,112,359,19631,235,4382,159,1859,2037,7061,0,10884,8539,9486,2086,4968,627,2611,26,33785,63,10,91,0,36,43,949,1476
2016-09,108,Charlton,NSW,80,161,20281,250,4950,135,2033,1515,6208,5,9514,7537,8190,1812,4243,438,1924,37,32927,48,6,98,0,53,53,726,1102
2016-09,109,Chifley,NSW,76,355,15419,325,7058,421,3995,517,7022,13,18307,14600,14097,2678,6852,1235,3639,29,34294,49,121,211,0,75,53,899,2077
2016-09,110,Cook,NSW,18,45,15490,177,2434,109,651,3440,2421,5,5344,4045,3854,945,1649,113,700,8,20258,26,24,66,0,8,5,116,790
2016-09,111,Cowper,NSW,134,405,24072,262,5982,104,3106,1822,9030,17,12441,9729,10685,1839,7092,832,2596,42,43589,78,9,126,0,78,84,1189,703
2016-09,112,Cunningham,NSW,96,80,18700,400,4264,118,1670,2215,5709,13,7578,5931,8501,3043,3987,452,1238,30,29356,50,12,91,0,28,25,533,3046
2016-09,113,Dobell,NSW,68,142,20582,249,4930,164,2084,1628,6275,6,11402,8991,9102,1727,5042,480,2293,20,34157,73,15,119,0,41,40,721,1000
2016-09,114,Eden-Monaro,NSW,50,180,20497,165,3669,78,1511,2278,6455,5,9022,6875,7121,1235,4149,552,1644,29,32492,60,5,101,0,45,45,574,425
2016-09,115,Farrer,NSW,70,262,21177,172,4526,116,1890,1986,6373,7,10310,7881,9386,1979,5496,496,2159,33,34515,56,5,96,0,46,66,838,999
2016-09,116,Fowler,NSW,20,103,15571,274,9190,297,6403,400,7164,6,16826,13434,14495,3879,8449,1635,2636,69,37369,41,142,330,0,72,45,580,3279
2016-09,117,Gilmore,NSW,71,228,25115,221,5498,125,2537,2395,6793,5,10167,7796,8511,1588,5035,591,1909,33,39207,52,5,115,0,36,58,699,689
2016-09,118,Grayndler,NSW,70,60,13878,595,2998,62,1172,1430,3963,0,5320,4211,6186,2072,3525,225,698,16,21435,38,50,112,0,42,11,208,1972
2016-09,119,Greenway,NSW,31,63,13063,243,3893,192,1650,984,3832,5,11608,8722,8297,1886,3508,667,1337,16,22104,45,136,153,0,35,24,334,1406
2016-09,120,Hughes,NSW,21,36,14238,181,4089,192,1802,1655,3130,6,8212,6268,6378,1508,2694,498,1049,5,21807,39,44,118,0,20,12,218,1199
2016-09,121,Hume,NSW,48,139,19270,136,4327,132,1756,2215,5550,9,9760,7292,7227,1218,3822,535,1816,20,30654,55,6,89,0,48,40,470,586
2016-09,122,Hunter,NSW,63,229,16647,150,5004,173,2370,1132,7282,5,11185,9307,9702,1348,5944,676,3017,32,32555,52,9,111,0,50,75,1117,599
2016-09,123,Kingsford Smith,NSW,117,101,14789,306,3105,84,1162,2486,4163,0,6023,4707,5709,1769,2706,244,772,11,22230,30,42,122,0,19,11,206,1916
2016-09,124,Lindsay,NSW,57,176,14624,272,5063,357,2144,884,5469,13,13049,10548,9565,1729,4567,616,2826,12,27727,44,28,104,0,42,34,621,1105
2016-09,125,Lyne,NSW,83,290,27551,209,5970,87,2815,2252,7791,5,10687,8106,9523,1639,6044,701,2027,46,43862,49,9,135,0,37,78,924,654
2016-09,126,Macarthur,NSW,54,148,14165,212,5909,320,2372,1052,4647,8,12413,9900,9116,1647,3780,652,2460,18,26067,52,30,142,0,40,27,519,1263
2016-09,127,Mackellar,NSW,9,9,14197,146,1853,81,442,4167,1870,0,5073,3673,3356,751,1342,122,534,0,17780,21,11,52,0,5,7,91,669
2016-09,128,Macquarie,NSW,44,81,16104,261,3402,172,1223,1928,4212,5,8500,6516,6567,1546,3173,346,1425,13,25003,56,5,101,0,10,30,324,885
2016-09,129,McMahon,NSW,20,46,16374,246,8506,236,5785,944,5237,9,12693,9801,11251,2635,6343,1418,1582,44,32609,39,101,239,0,62,45,490,2189
2016-09,130,Mitchell,NSW,10,7,12527,208,2368,84,608,2879,1672,5,6132,4341,4656,1344,1308,245,454,5,16072,19,72,114,0,5,7,88,1038
2016-09,131,New England,NSW,197,645,20714,200,4566,145,2220,2116,7274,5,12090,9256,11906,2418,6406,783,2849,39,36233,36,8,84,0,54,66,1189,1803
2016-09,132,Newcastle,NSW,148,119,16149,580,3532,93,1490,1476,7308,0,7375,6019,9672,3330,5185,394,1458,21,28920,36,17,89,0,38,25,822,3161
2016-09,133,North Sydney,NSW,13,42,8740,198,1351,42,344,3743,1730,5,3427,2664,3117,957,1164,117,254,5,11702,19,64,72,0,6,0,52,1000
2016-09,134,Page,NSW,133,363,23351,361,5461,162,2707,2114,9150,7,11911,9096,10782,2058,6878,780,2415,40,41890,60,11,133,0,44,91,1120,907
2016-09,135,Parkes,NSW,260,1058,19012,93,4675,133,2403,1869,7261,14,12512,9992,11151,1267,6909,665,3528,24,35231,51,7,99,0,46,50,1211,365
2016-09,136,Parramatta,NSW,26,44,13819,462,4393,116,2512,1502,5456,7,13504,10498,11395,2733,4989,1230,1270,21,25786,25,225,220,0,71,32,344,2158
2016-09,137,Paterson,NSW,59,201,23773,172,5460,121,2536,2307,6801,5,9716,7644,8415,1490,4983,506,1999,28,37856,46,14,121,0,45,65,759,642
2016-09,138,Reid,NSW,21,20,13655,414,3780,74,1827,2316,3262,7,9711,7397,8885,2428,3397,986,799,24,21223,20,162,176,0,63,16,201,2028
2016-09,139,Richmond,NSW,106,169,21967,543,4445,82,1975,2130,7575,8,11642,8920,10304,2091,6733,758,1896,27,37371,87,13,176,0,40,50,677,862
2016-09,140,Riverina,NSW,93,295,17807,175,4351,175,1820,2225,5754,6,11065,8371,8920,1851,4412,550,2285,14,30006,54,21,57,0,39,33,787,1468
2016-09,141,Robertson,NSW,73,76,21791,282,3946,104,1456,2251,5291,5,8896,6929,7366,1595,4082,374,1538,11,32382,58,13,118,0,22,31,496,1019
2016-09,142,Shortland,NSW,45,164,22457,190,5112,122,2159,1611,6268,6,8748,7026,7412,1471,4228,396,1793,29,35305,40,0,94,0,42,49,709,793
2016-09,143,Sydney,NSW,121,92,9160,631,1789,30,899,1518,5467,0,3692,3105,6004,2145,3980,174,592,8,18058,26,80,113,0,14,5,210,2339
2016-09,144,Throsby,NSW,57,156,22235,176,5627,135,2432,1757,7038,5,10294,8089,8120,1614,4528,616,2108,32,36495,49,9,127,0,50,34,692,902
2016-09,145,Warringah,NSW,5,11,9285,173,1266,43,275,3848,1595,5,3469,2688,2676,707,1164,70,339,0,12107,20,9,48,0,5,0,54,663
2016-09,146,Watson,NSW,17,30,17254,410,6422,215,3702,1399,5359,5,14715,11418,13081,3085,5347,1975,1439,59,30994,46,197,250,0,123,54,310,2652
2016-09,147,Wentworth,NSW,24,49,8238,321,1390,31,406,2815,2461,0,2755,2246,3311,882,1886,103,329,5,12168,14,16,48,0,5,0,69,930
2016-09,148,Werriwa,NSW,43,115,12707,273,6916,259,3971,658,5531,13,15519,12182,11666,2350,5228,1309,2501,25,27970,50,101,183,0,57,34,547,1849
2016-09,201,Aston,VIC,7,9,15016,234,3321,118,1049,1419,3448,6,8324,6086,8658,3734,2917,383,944,24,22270,45,49,108,0,20,12,286,1505
2016-09,202,Ballarat,VIC,38,42,19054,400,4969,169,2238,1606,7213,9,11579,8991,13192,5285,5711,618,2128,34,33715,71,8,143,0,41,38,921,2469
2016-09,203,Batman,VIC,52,32,17697,936,4995,92,1810,1363,5887,6,7540,5888,11798,5469,4974,491,963,23,28514,49,36,92,0,69,25,345,3256
2016-09,204,Bendigo,VIC,35,48,19732,324,4529,121,2045,1909,6947,6,11266,8685,11672,4440,5244,660,2029,25,33860,67,0,124,0,38,47,741,2113
2016-09,205,Bruce,VIC,7,16,18946,323,4422,88,1965,2577,5248,15,10418,7830,12185,4652,4884,846,1025,44,29795,45,175,186,0,42,21,447,2338
2016-09,206,Calwell,VIC,15,23,16079,324,8916,245,5245,811,7137,10,14456,11205,16703,4949,7566,1667,1788,35,33470,74,55,153,0,103,60,780,2763
2016-09,207,Casey,VIC,13,23,16158,233,3464,114,1082,1498,4585,5,9994,7494,8895,3422,3383,422,1336,19,25405,62,8,109,0,22,20,364,1109
2016-09,208,Chisholm,VIC,24,7,16916,406,3172,66,902,3137,3593,0,6508,4794,9368,4899,2674,307,506,22,23366,22,76,120,0,22,12,234,3111
2016-09,209,Corangamite,VIC,32,38,18373,339,3534,142,1247,2660,4163,9,9287,6778,9862,4440,3481,366,1197,18,27054,48,7,92,0,19,32,392,2174
2016-09,210,Corio,VIC,23,43,21100,338,5496,191,2424,1513,7295,21,11005,8860,12479,4388,6275,627,2208,41,36526,81,14,169,0,36,29,812,1775
2016-09,211,Deakin,VIC,5,13,17335,311,2954,76,828,2840,4037,12,7788,5772,8821,3563,2971,517,755,9,24618,42,48,94,0,12,7,321,1501
2016-09,212,Dunkley,VIC,15,20,19346,285,3816,115,1452,2089,5647,9,10124,8089,9413,3261,4861,383,1843,12,31217,67,12,97,0,16,17,533,1285
2016-09,213,Flinders,VIC,11,27,24222,222,4292,119,1618,3094,5395,6,10602,8021,9391,3153,4455,461,1760,27,35697,80,5,122,0,20,25,452,842
2016-09,214,Gellibrand,VIC,28,12,17014,650,4719,110,1978,1209,5035,7,9071,7279,12769,4747,6275,747,1335,31,28402,51,69,167,0,56,32,475,2465
2016-09,215,Gippsland,VIC,31,101,22293,182,5161,173,2287,2046,7508,5,10590,8319,12171,3712,6612,661,2233,31,37733,72,6,128,0,29,62,911,900
2016-09,216,Goldstein,VIC,6,5,12403,256,2321,44,549,3823,2588,0,3863,2902,5075,2176,1735,105,386,5,16762,25,28,62,0,8,9,106,1250
2016-09,217,Gorton,VIC,13,28,13687,371,7531,302,3480,503,6099,24,18522,14579,17403,5186,7321,1369,3020,46,30276,93,50,241,0,71,86,768,2445
2016-09,218,Higgins,VIC,11,5,9873,406,2089,49,518,2960,2711,0,3191,2482,5524,2707,2011,119,354,7,14330,24,33,78,0,13,6,129,1913
2016-09,219,Holt,VIC,15,31,14897,377,6245,154,2977,610,6711,24,20388,15571,17603,5525,6587,1577,2604,27,31058,77,96,194,0,36,25,816,2631
2016-09,220,Hotham,VIC,9,6,18437,275,4178,121,1640,1676,4341,6,8814,6510,9809,4156,3671,522,856,29,27328,31,92,137,0,45,24,255,2059
2016-09,221,Indi,VIC,28,36,20375,152,4180,129,1705,2213,5603,6,10419,7754,9042,2661,4577,479,1760,35,32219,54,6,134,0,35,46,584,736
2016-09,222,Isaacs,VIC,11,6,16452,261,3851,108,1503,1512,4650,11,10516,8074,10313,3844,4174,611,1431,16,26369,52,73,129,0,22,16,380,1734
2016-09,223,Jagajaga,VIC,23,13,13735,334,3126,113,892,2787,3485,6,6181,4734,7821,3564,2675,293,756,8,20328,41,30,84,0,20,10,268,1609
2016-09,224,Kooyong,VIC,11,8,8929,379,1789,52,321,4096,1883,0,3118,2261,5588,3071,1326,101,226,0,11956,19,26,46,0,5,5,72,2281
2016-09,225,La Trobe,VIC,7,17,12753,246,3519,133,1124,1294,3400,5,10460,7674,9549,3781,3071,471,1159,11,20321,41,24,95,0,9,11,318,1484
2016-09,226,Lalor,VIC,27,43,12966,463,5957,206,2477,879,5006,35,21488,17172,19306,5463,6930,1714,2854,22,26816,66,46,169,0,37,38,772,2333
2016-09,227,Mallee,VIC,41,160,21051,121,4969,124,2146,2166,7461,7,11151,8159,11267,3019,5532,755,1965,28,35672,66,12,123,0,53,47,827,685
2016-09,228,Maribyrnong,VIC,10,13,19268,476,5829,127,2393,1717,4820,10,9922,7874,13371,5008,6253,766,1420,37,30900,43,93,181,0,65,36,497,2586
2016-09,229,McEwen,VIC,26,40,15590,294,6232,271,2553,1410,5286,11,18099,14060,14799,4454,5492,1049,2675,26,29080,77,30,131,0,28,38,696,1764
2016-09,230,McMillan,VIC,13,33,22324,274,5035,153,1993,2370,6608,7,13888,10715,12551,4133,5759,807,2572,24,37011,61,10,126,0,43,38,719,1104
2016-09,231,Melbourne,VIC,109,17,8978,1189,2287,43,1064,1520,5186,13,5401,4664,12239,6288,5598,512,1125,6,18614,41,75,122,0,13,7,359,4688
2016-09,232,Melbourne Ports,VIC,16,11,8449,529,1804,34,556,2443,4005,0,3691,3056,6466,2680,3163,251,488,11,14838,31,30,71,0,10,7,161,1668
2016-09,233,Menzies,VIC,5,5,15773,225,3136,66,841,4083,2258,5,5712,3953,7073,3375,1904,218,412,15,20268,25,39,86,0,15,7,146,1527
2016-09,234,Murray,VIC,80,133,22358,138,5312,139,2392,2111,7175,10,11750,8777,10973,2917,5614,687,2130,20,37282,87,27,98,0,49,66,682,804
2016-09,235,Scullin,VIC,24,42,17337,316,6945,145,2896,1116,5910,9,12400,9484,13025,4818,5112,993,1516,43,30233,70,65,107,0,85,43,495,2398
2016-09,236,Wannon,VIC,24,81,20406,158,4301,139,1933,2143,6450,5,9871,7148,10472,3846,5212,595,1575,36,33670,68,0,165,0,44,51,700,741
2016-09,237,Wills,VIC,41,13,18299,928,5607,139,2175,1301,5344,5,8353,6577,12353,5298,5018,653,901,22,28802,53,27,103,0,77,38,451,3009
2016-09,301,Blair,QLD,94,270,15042,350,5358,165,2377,923,8060,11,14997,12358,12247,2287,6242,1015,3434,25,32518,68,14,93,0,43,74,1325,1086
2016-09,302,Bonner,QLD,56,77,14830,301,2902,68,939,1986,3455,7,7747,6013,7247,2150,3226,316,1121,6,22049,42,23,71,0,26,16,436,1494
2016-09,303,Bowman,QLD,34,72,18108,249,3918,101,1426,1895,4319,6,9068,7018,7309,1715,3688,349,1618,27,27615,56,10,96,0,26,48,485,793
2016-09,304,Brisbane,QLD,85,55,7816,609,1309,29,353,1817,4065,0,3822,3152,6982,2703,3656,197,590,5,14315,41,20,56,0,5,5,434,2706
2016-09,305,Capricornia,QLD,92,330,14629,197,3512,107,1440,1433,4686,7,9037,7390,9548,1516,5722,569,2229,20,25522,62,10,101,0,26,40,966,590
2016-09,306,Dawson,QLD,81,329,14574,156,3544,99,1481,1798,4395,5,9653,7924,9930,1472,6101,562,2361,19,25597,63,6,106,0,34,41,958,664
2016-09,307,Dickson,QLD,38,71,12410,256,3400,109,1097,1404,3247,6,9427,7212,7608,1794,3254,443,1452,16,20166,50,8,99,0,20,23,560,942
2016-09,308,Fadden,QLD,74,58,18591,446,4531,94,1892,1894,4475,7,13219,10370,11167,2570,5256,760,2374,20,30119,70,17,128,0,27,17,712,1806
2016-09,309,Fairfax,QLD,61,51,19985,503,3880,89,1536,2427,5204,5,11009,8430,9632,2447,5038,617,1686,25,31306,66,7,151,0,20,34,701,1318
2016-09,310,Fisher,QLD,48,57,20665,430,4131,96,1548,2469,4530,10,9833,7566,9190,2434,4629,551,1580,20,30907,47,6,140,0,24,32,691,1422
2016-09,311,Flynn,QLD,81,355,13770,123,4109,114,1847,1447,5063,6,10053,8223,10848,1357,6754,745,2433,30,26070,52,5,87,0,46,71,1036,341
2016-09,312,Forde,QLD,69,119,15587,320,4963,163,2126,744,5908,9,15271,12167,11998,2137,5640,841,3081,24,29625,67,33,111,0,26,39,1053,1129
2016-09,313,Griffith,QLD,97,47,9474,643,1762,50,583,1524,3817,0,5134,4171,7451,2786,3634,239,801,5,16189,36,26,56,0,9,7,458,2581
2016-09,314,Groom,QLD,96,246,17184,310,3723,106,1471,1910,5729,8,11051,8631,9367,2121,4366,747,2233,13,29071,45,15,75,0,32,47,889,1065
2016-09,315,Herbert,QLD,297,722,12728,440,4059,107,1794,1070,5218,10,12342,10416,13117,2662,7248,818,3257,15,25990,52,12,91,0,24,29,1297,1889
2016-09,316,Hinkler,QLD,62,277,27572,306,7541,133,3689,1621,8257,10,11820,9396,12584,2483,7691,942,2637,61,46310,80,11,172,0,84,85,1384,717
2016-09,317,Kennedy,QLD,243,1209,18288,146,3989,76,1974,2087,5916,8,12795,10297,12871,1267,8256,1063,3203,24,32782,67,9,96,0,47,66,1115,314
2016-09,318,Leichhardt,QLD,487,1656,14266,386,3510,105,1681,1348,5941,5,15375,12627,16261,1907,9751,1301,3728,13,29012,79,18,95,0,26,14,1330,870
2016-09,319,Lilley,QLD,61,90,15780,344,2855,61,938,1928,4388,5,7847,6268,7818,2068,4020,399,1230,10,24368,70,25,101,0,10,14,644,1357
2016-09,320,Longman,QLD,54,148,20404,298,6139,150,2651,1304,6883,13,14128,11291,12107,2528,6332,975,3063,43,36812,104,15,146,0,50,69,1168,1045
2016-09,321,Maranoa,QLD,91,366,19841,145,5150,101,2448,2227,7368,7,12130,9218,10420,1582,5438,846,2483,27,35198,67,6,121,0,69,74,951,383
2016-09,322,McPherson,QLD,50,54,18293,468,3619,95,1416,1958,4089,7,10561,8032,8960,2216,4577,447,1571,12,27932,70,11,147,0,21,23,521,1563
2016-09,323,Moncrieff,QLD,63,68,18895,599,3606,78,1571,2210,5058,6,10031,7918,10498,2600,6122,511,1700,21,30219,74,23,132,0,22,22,694,2066
2016-09,324,Moreton,QLD,78,67,11939,520,2608,82,1022,2120,3749,10,8742,6795,10147,3324,4305,630,1069,15,19641,42,64,104,0,19,8,542,2722
2016-09,325,Oxley,QLD,83,152,11600,323,3904,163,1788,924,5115,23,14334,11477,12270,2536,5790,1068,2503,14,24077,65,42,119,0,27,31,929,1742
2016-09,326,Petrie,QLD,58,130,19395,299,4536,117,1731,1569,5817,9,12648,10161,10130,1999,5310,737,2377,24,32349,56,18,103,0,33,38,862,988
2016-09,327,Rankin,QLD,79,182,13475,394,4513,146,2197,762,6349,16,18277,14583,15809,2954,7372,1431,3280,23,28832,63,76,130,0,52,63,1283,1795
2016-09,328,Ryan,QLD,79,59,9562,512,1976,63,439,3133,2026,0,4969,3878,6704,3192,2166,193,557,8,13642,25,11,49,0,7,0,312,3417
2016-09,329,Wide Bay,QLD,58,224,23389,304,6095,97,3176,2323,9044,6,11709,9100,11453,2221,7120,908,2198,46,41906,75,19,177,0,64,89,1147,646
2016-09,330,Wright,QLD,48,102,15583,253,4741,121,2046,1487,5251,7,11778,8835,9585,2035,4690,627,2053,26,27590,72,7,91,0,35,61,713,1112
2016-09,401,Adelaide,SA,98,43,14587,646,2968,93,1136,2061,5867,10,7310,5740,10451,3596,5543,510,972,14,24866,54,71,89,0,27,15,549,3045
2016-09,402,Barker,SA,42,91,22046,162,4321,144,1935,2113,6820,13,11746,8553,10333,1935,6482,812,1940,27,36205,65,7,116,0,52,60,753,718
2016-09,403,Boothby,SA,58,41,18618,485,2909,100,869,2559,4008,5,6837,5104,7963,2906,3674,355,826,25,26092,36,16,78,0,25,24,374,2255
2016-09,404,Grey,SA,136,277,21949,100,5077,130,2447,1569,7887,7,10607,8408,11747,1709,8418,896,2292,57,38541,58,14,105,0,44,81,1162,451
2016-09,405,Hindmarsh,SA,49,44,21587,467,3785,105,1316,2275,5469,9,7346,5602,8821,2845,4706,400,949,20,31513,48,28,75,0,47,24,462,2093
2016-09,406,Kingston,SA,58,57,18962,398,4972,179,2152,726,6785,7,13300,10279,11958,2829,6944,822,2442,43,34125,67,18,107,0,42,53,1004,1526
2016-09,407,Makin,SA,46,38,19689,329,4132,176,1507,953,4828,12,11009,8328,10053,2567,5014,665,1594,37,30274,45,31,102,0,41,39,668,1662
2016-09,408,Mayo,SA,21,31,21342,275,3368,119,1203,2489,4284,5,8501,6073,7433,1954,3991,454,1051,36,30175,33,0,105,0,35,42,432,883
2016-09,409,Port Adelaide,SA,99,104,19248,409,6325,256,3024,579,9045,18,14607,11473,15327,3612,9402,1252,2628,44,38806,56,55,154,0,90,71,1128,2382
2016-09,410,Sturt,SA,39,34,20180,403,3318,107,1041,2818,4396,9,7899,5875,7882,2490,3515,431,845,20,28208,22,20,76,0,33,26,332,1732
2016-09,411,Wakefield,SA,55,113,18713,413,6832,345,3133,949,9320,44,16888,13582,16656,3207,9862,1436,3750,33,40109,68,32,120,0,55,79,1457,1820
2016-09,501,Brand,WA,51,134,17948,289,3999,160,1467,1137,4509,7,13812,11713,12293,2109,6913,689,3089,29,29783,73,16,111,0,53,53,948,889
2016-09,502,Canning,WA,57,121,20790,262,3941,150,1510,1879,4984,11,12635,10674,12403,2241,7322,765,2824,42,33130,68,14,123,0,41,54,1023,881
2016-09,503,Cowan,WA,24,79,13469,237,2849,129,998,1091,3103,17,9534,7502,9256,2331,4438,611,1431,20,20689,42,24,95,0,35,38,535,1268
2016-09,504,Curtin,WA,107,43,9561,406,1259,34,293,3727,2112,0,2821,2292,4352,1814,1769,100,384,0,12928,19,8,44,0,7,0,148,1681
2016-09,505,Durack,WA,218,1311,10611,95,2692,61,1342,1054,5545,7,11402,9813,13276,926,8249,1125,3266,9,23173,39,8,58,0,27,30,1136,212
2016-09,506,Forrest,WA,36,165,17702,191,3034,85,1216,2313,4276,10,10560,8585,9666,1922,5697,576,2206,25,28030,61,10,103,0,36,28,761,460
2016-09,507,Fremantle,WA,41,116,14822,436,2851,96,941,1787,4070,5,7685,6385,8601,2206,4894,357,1395,22,23086,52,14,80,0,39,39,494,1359
2016-09,508,Hasluck,WA,76,189,16918,272,3258,106,1264,1313,4049,10,11595,9545,11449,2263,6099,729,2125,23,26489,47,38,105,0,44,46,785,1154
2016-09,509,Moore,WA,24,28,11291,260,2150,101,559,1925,2201,12,7122,5710,6862,1862,3116,258,1192,14,16426,27,9,53,0,13,22,366,1130
2016-09,510,O'Connor,WA,65,383,15688,100,2920,88,1285,2348,5147,6,10139,8138,9642,1241,5844,729,2077,22,26568,50,14,103,0,33,53,716,332
2016-09,511,Pearce,WA,56,182,16067,247,3490,159,1221,1905,3719,16,13308,10786,11128,1949,5770,665,2609,24,25829,53,25,93,0,25,42,785,860
2016-09,512,Perth,WA,61,82,14912,436,2250,59,852,1455,3969,5,7043,5756,9393,2484,5353,417,1201,20,22700,54,50,97,0,43,20,534,1502
2016-09,513,Stirling,WA,43,94,15654,355,2666,84,996,2186,4133,19,7826,6462,9149,2226,4910,655,1374,28,23844,47,37,99,0,29,29,501,1276
2016-09,514,Swan,WA,110,149,14940,446,2289,65,945,1631,4052,13,8063,6752,10457,2907,5449,572,1372,21,23066,41,65,118,0,14,22,629,2218
2016-09,515,Tangney,WA,19,8,12728,258,1868,53,473,3016,1348,7,5523,4127,5913,2076,2091,204,557,10,15814,11,28,65,0,7,11,162,1511
2016-09,601,Bass,TAS,70,83,13910,314,3154,69,1668,935,4817,12,8123,6335,8997,2582,4872,688,1547,28,24521,41,0,103,0,33,40,918,1390
2016-09,602,Braddon,TAS,57,133,15221,145,3968,86,2250,797,6195,9,8256,6465,7502,1756,4643,581,1579,43,28056,41,10,99,0,45,69,687,488
2016-09,603,Denison,TAS,55,55,11797,411,2453,56,1100,1386,5184,6,6773,5316,8012,2766,3970,503,1219,22,21169,32,11,67,0,20,24,684,1749
2016-09,604,Franklin,TAS,30,73,14343,196,2925,73,1289,1457,4609,8,7655,5775,6573,1882,3147,458,1259,32,23337,24,5,73,0,36,37,478,738
2016-09,605,Lyons,TAS,29,99,15863,130,4298,79,2432,973,6816,7,9200,6967,8128,1838,4988,674,1736,70,29812,46,0,104,0,55,79,667,440
2016-09,701,Lingiari,NT,282,2634,4352,38,1673,60,993,287,5555,5,11257,9606,16440,299,9724,2382,2229,5,15146,36,5,53,0,10,6,1367,97
2016-09,702,Solomon,NT,126,387,5063,117,1518,64,556,504,2833,5,6156,5215,5414,563,3033,303,1363,11,10677,26,15,38,0,13,7,426,281
2016-09,801,Canberra,ACT,28,77,13026,211,2722,100,656,2783,3914,6,6846,5568,5615,1322,2494,266,1281,8,20077,40,14,50,0,17,16,348,905
2016-09,802,Fraser,ACT,77,85,12075,484,3031,129,788,2454,4627,6,9240,7489,9206,3309,3381,466,1436,5,20370,48,51,54,0,12,8,485,3210
